mirId	Cancer	Profile	PubMed Article
hsa-mir-30a	non-small cell lung cancer	down	MicroRNA-30a inhibits epithelial-to-mesenchymal transition by targeting Snai1 and is downregulated in non-small cell lung cancer.
hsa-mir-30a-3p	colorectal cancer	down	Candidate microRNA biomarkers in human colorectal cancer: Systematic review profiling studies and experimental validation.
hsa-mir-30a-5p	colon carcinoma	down	MiR-30a-5p suppresses tumor growth in colon carcinoma by targeting DTL.
hsa-mir-30a-5p	esophageal squamous cell carcinoma	up	Expression of microRNAs in squamous cell carcinoma of human head and neck and the esophagus: miR-205 and miR-21 are specific markers for HNSCC and ESCC.
hsa-mir-30a-5p	gastric cancer	down	miRNA-223 promotes gastric cancer invasion and metastasis by targeting tumor suppressor EPB41L3.
hsa-mir-30a-5p	glioma	up	Analysis of hsa-miR-30a-5p Expression in Human Gliomas.
hsa-mir-30a-5p	head and neck squamous cell carcinoma	up	Expression of microRNAs in squamous cell carcinoma of human head and neck and the esophagus: miR-205 and miR-21 are specific markers for HNSCC and ESCC.
hsa-mir-30b	medulloblastoma	up	Amplification and overexpression of Hsa-miR-30b, Hsa-miR-30d and KHDRBS3 at 8q24.22-q24.23 in medulloblastoma.
hsa-mir-30b-5p	pancreatic ductal adenocarcinoma	up	Circulating MicroRNAs in Serum of Human K-ras Oncogene Transgenic Rats With Pancreatic Ductal Adenocarcinomas.
hsa-mir-30c	endometrial cancer	down	microRNA-30c negatively regulates endometrial cancer cells by targeting metastasis-associated gene-1.
hsa-mir-30d	hepatocellular carcinoma	up	MicroRNA-30d promotes tumor invasion and metastasis by targeting Galphai2 in hepatocellular carcinoma.
hsa-mir-30d	lung cancer	up	Evaluation of dynamic change of serum miR-21 and miR-24 in pre- and post-operative lung carcinoma patients.
hsa-mir-30d	medulloblastoma	up	Amplification and overexpression of Hsa-miR-30b, Hsa-miR-30d and KHDRBS3 at 8q24.22-q24.23 in medulloblastoma.
hsa-mir-30d	non-small cell lung cancer	down	Clinical evaluation of microRNA expression profiling in non small cell lung cancer.
hsa-mir-30e*	glioma	up	MicroRNA-30e* promotes human glioma cell invasiveness in an orthotopic xenotransplantation model by disrupting the NF-?B/I?B? negative feedback loop.
hsa-mir-30e-5p	non-small cell lung cancer	down	Clinical evaluation of microRNA expression profiling in non small cell lung cancer.
hsa-mir-31	breast cancer	down	Concurrent suppression of integrin alpha5, radixin, and RhoA phenocopies the effects of miR-31 on metastasis.
hsa-mir-31	breast cancer	down	miR-31 and its host gene lncRNA LOC554202 are regulated by promoter hypermethylation in triple-negative breast cancer.
hsa-mir-31	chronic myelogenous leukemia	down	Downregulation of miR-31, miR-155, and miR-564 in chronic myeloid leukemia cells.
hsa-mir-31	colon cancer	up	The tumor suppressor gene RhoBTB1 is a novel target of miR-31 in human colon cancer.
hsa-mir-31	colorectal cancer	up	Clinicopathological significance of microRNA-31, -143 and -145 expression in colorectal cancer.
hsa-mir-31	colorectal cancer	up	Association of microRNA expression with microsatellite instability status in colorectal adenocarcinoma.
hsa-mir-31	colorectal cancer	up	MicroRNA signatures: novel biomarker for colorectal cancer?
hsa-mir-31	colorectal cancer	up	Expression of miR-21, miR-31, miR-96 and miR-135b is correlated with the clinical parameters of colorectal cancer.
hsa-mir-31	esophageal squamous cell carcinoma	up	The oncogenetic role of microRNA-31 as a potential biomarker in oesophageal squamous cell carcinoma.
hsa-mir-31	gastric cancer	down	Down-regulation of miR-31 expression in gastric cancer tissues and its clinical significance.
hsa-mir-31	glioblastoma	down	Human miR-31 targets radixin and inhibits migration and invasion of glioma cells.
hsa-mir-31	hepatocellular carcinoma	up	Expression of microRNAs, miR-21, miR-31, miR-122, miR-145, miR-146a, miR-200c, miR-221, miR-222, and miR-223 in patients with hepatocellular carcinoma or intrahepatic cholangiocarcinoma and its progno
hsa-mir-31	malignant melanoma	down	Regulation of cancer aggressive features in melanoma cells by microRNAs.
hsa-mir-31	malignant melanoma	down	Genetic and epigenetic loss of microRNA-31 leads to feed-forward expression of EZH2 in melanoma.
hsa-mir-31	non-small cell lung cancer	up	Use of Luminex xMAP bead-based suspension array for detecting microRNA in NSCLC tissues and its clinical application.
hsa-mir-31	oral carcinoma	up	Dysregulation of miR-31 and miR-375 expression is associated with clinical outcomes in oral carcinoma.
hsa-mir-31	oral carcinoma	up	Exploiting salivary miR-31 as a clinical biomarker of oral squamous cell carcinoma.
hsa-mir-31	pancreatic ductal adenocarcinoma	up	Circulating MicroRNAs in Serum of Human K-ras Oncogene Transgenic Rats With Pancreatic Ductal Adenocarcinomas.
hsa-mir-32	acute myeloid leukemia	up	MicroRNA-32 upregulation by 1,25-dihydroxyvitamin D3 in human myeloid leukemia cells leads to Bim targeting and inhibition of AraC-induced apoptosis.
hsa-mir-320a	colon cancer	down	MicroRNA-320a suppresses human colon cancer cell proliferation by directly targeting ?-catenin.
hsa-mir-320a	colorectal cancer	down	microRNA-320a inhibits tumor invasion by targeting neuropilin?1 and is associated with liver metastasis in colorectal cancer.
hsa-mir-324-3p	nasopharyngeal carcinoma	down	MicroRNA-324-3p regulates nasopharyngeal carcinoma radioresistance by directly targeting WNT2B.
hsa-mir-326	chronic myelogenous leukemia	down	Targeting of the signal transducer Smo links microRNA-326 to the oncogenic Hedgehog pathway in CD34(+) CML stem/progenitor cells.
hsa-mir-326	glioblastoma	down	Expression and clinical significance of microRNA-326 in human glioma miR-326 expression in glioma.
hsa-mir-326	glioma	down	The neuronal microRNA miR-326 acts in a feedback loop with notch and has therapeutic potential against brain tumors.
hsa-mir-328	colorectal cancer	down	MicroRNA expression profiling identifies miR-328 regulates cancer stem cell-like SP cells in colorectal cancer.
hsa-mir-328	non-small cell lung cancer	up	Peripheral Blood miR-328 Expression as a Potential Biomarker for the Early Diagnosis of NSCLC.
hsa-mir-330	prostate cancer	down	MicroRNA-330 acts as tumor suppressor and induces apoptosis of prostate cancer cells through E2F1-mediated suppression of Akt phosphorylation.
hsa-mir-331-3p	gastric cancer	down	miRNA-331-3p directly targets E2F1 and induces growth arrest in human gastric cancer.
hsa-mir-331-3p	prostate cancer	down	Regulation of Expression of Deoxyhypusine Hydroxylase (DOHH), the Enzyme That Catalyzes the Activation of eIF5A, by miR-331-3p and miR-642-5p in Prostate Cancer Cells.
hsa-mir-331-3p	prostate cancer	down	miR-331-3p regulates ERBB-2 expression and androgen receptor signaling in prostate cancer.
hsa-mir-335	adrenal cortical carcinoma	down	miR-195 and miR-483-5p Identified as Predictors of Poor Prognosis in Adrenocortical Cancer.
hsa-mir-335	astrocytoma	up	Targeting oncogenic miR-335 inhibits growth and invasion of malignant astrocytoma cells.
hsa-mir-335	breast cancer	down	MicroRNA-335 inhibits tumor reinitiation and is silenced through genetic and epigenetic mechanisms in human breast cancer.
hsa-mir-335	breast cancer	down	Analysis of miR-205 and miR-155 expression in the blood of breast cancer patients.
hsa-mir-335	glioma	up	Tumor microRNA-335 expression is associated with poor prognosis in human glioma.
hsa-mir-335	hepatocellular carcinoma	down	Epigenetic silencing of miR-335 and its host gene MEST in hepatocellular carcinoma.
hsa-mir-335	meningioma	up	miR-335 promotes cell proliferation by directly targeting Rb1 in meningiomas.
hsa-mir-335	neuroblastoma	down	MiRNA-335 Suppresses Neuroblastoma Cell Invasiveness By Direct Targeting of Multiple Genes from the non-Canonical TGF-? Signalling Pathway.
hsa-mir-335	non-small cell lung cancer	down	Effect of miR-335 upregulation on the apoptosis and invasion of lung cancer cell A549 and H1299.
hsa-mir-335	renal clear cell carcinoma	down	miRNA profiling for clear cell renal cell carcinoma: biomarker discovery and identification of potential controls and consequences of miRNA dysregulation.
hsa-mir-337-3p	gastric cancer	up	MicroRNA profiling of human gastric cancer.
hsa-mir-338-3p	hepatocellular carcinoma	down	miR-338-3p Is Down-Regulated by Hepatitis B Virus X and Inhibits Cell Proliferation by Targeting the 3'-UTR Region of CyclinD1.
hsa-mir-338-3p	liver cancer	down	miR-338-3p suppresses invasion of liver cancer cell by targeting smoothened.
hsa-mir-339	non-small cell lung cancer	up	Peripheral Blood miR-328 Expression as a Potential Biomarker for the Early Diagnosis of NSCLC.
hsa-mir-339-5p	breast cancer	down	MiR-339-5p inhibits breast cancer cell migration and invasion in vitro and may be a potential biomarker for breast cancer prognosis.
hsa-mir-340*	gastric cancer	up	MicroRNA profiling of human gastric cancer.
hsa-mir-342	acute promyelocytic leukemia	down	A restricted signature of miRNAs distinguishes APL blasts from normal promyelocytes.
hsa-mir-342	colorectal cancer	down	MicroRNA-342 inhibits colorectal cancer cell proliferation and invasion by directly targeting DNA methyltransferase 1.
hsa-mir-345	colorectal cancer	down	MicroRNA 345, a methylation-sensitive microRNA is involved in cell proliferation and invasion in human colorectal cancer.
hsa-mir-346	follicular thyroid carcinoma	up	A limited set of human MicroRNA is deregulated in follicular thyroid carcinoma.
hsa-mir-346	ovarian cancer	up	MicroRNAs overexpressed in ovarian ALDH1-positive cells are associated with chemoresistance.
hsa-mir-34a	b-cell lymphoma	down	The Epstein-Barr virus (EBV)-induced tumor suppressor microRNA MiR-34a is growth promoting in EBV-infected B cells.
hsa-mir-34a	breast cancer	down	Circulating miR-34a levels are reduced in colorectal cancer.
hsa-mir-34a	breast cancer	down	Targeted Expression of miR-34a Using the T-VISA System Suppresses Breast Cancer Cell Growth and Invasion.
hsa-mir-34a	cervical carcinoma	down	MicroRNA-34a suppresses invasion through downregulation of Notch1 and Jagged1 in cervical carcinoma and choriocarcinoma cells.
hsa-mir-34a	choriocarcinoma	down	MicroRNA-34a is a tumor suppressor in choriocarcinoma via regulation of Delta-like1.
hsa-mir-34a	choriocarcinoma	down	MicroRNA-34a suppresses invasion through downregulation of Notch1 and Jagged1 in cervical carcinoma and choriocarcinoma cells.
hsa-mir-34a	colon cancer	down	Expression of miR-34 is lost in colon cancer which can be re-expressed by a novel agent CDF.
hsa-mir-34a	colon cancer	down	MicroRNA-34a inhibits migration and invasion of colon cancer cells via targeting to Fra-1.
hsa-mir-34a	colorectal cancer	down	Circulating miR-34a levels are reduced in colorectal cancer.
hsa-mir-34a	gastric cancer	up	MicroRNA profiling of human gastric cancer.
hsa-mir-34a	gastric cancer	down	Expression and regulatory function of miRNA-34a in targeting survivin in gastric cancer cells.
hsa-mir-34a	glioblastoma	down	miR-34a functions as a tumor suppressor modulating EGFR in glioblastoma multiforme.
hsa-mir-34a	glioblastoma	down	MicroRNA-34a inhibits glioblastoma growth by targeting multiple oncogenes.
hsa-mir-34a	glioblastoma	down	MicroRNA-34a targets notch1 and inhibits cell proliferation in glioblastoma multiforme.
hsa-mir-34a	glioma	down	MicroRNA-34a inhibits glioblastoma growth by targeting multiple oncogenes.
hsa-mir-34a	glioma	down	microRNA-34a is tumor suppressive in brain tumors and glioma stem cells.
hsa-mir-34a	head and neck squamous cell carcinoma	down	Dysregulation of microRNA-34a expression in head and neck squamous cell carcinoma promotes tumor growth and tumor angiogenesis.
hsa-mir-34a	hepatocellular carcinoma	down	miR-34a inhibits migration and invasion by down-regulation of c-Met expression in human hepatocellular carcinoma cells.
hsa-mir-34a	hepatocellular carcinoma	down	Oncolytic adenovirus co-expressing miRNA-34a and IL-24 induces superior antitumor activity in experimental tumor model.
hsa-mir-34a	hepatocellular carcinoma	down	Underexpression of miR-34a in hepatocellular carcinoma and its contribution towards enhancement of proliferating inhibitory effects of agents targeting c-MET.
hsa-mir-34a	malignant melanoma	down	MicroRNA-15b represents an independent prognostic parameter and is correlated with tumor cell proliferation and apoptosis in malignant melanoma.
hsa-mir-34a	malignant melanoma	down	Regulation of cancer aggressive features in melanoma cells by microRNAs.
hsa-mir-34a	malignant melanoma	down	Overexpression of the miR-34 family suppresses invasive growth of malignant melanoma with the wild-type p53 gene.
hsa-mir-34a	neuroblastoma	down	MicroRNA-34a functions as a potential tumor suppressor by inducing apoptosis in neuroblastoma cells.
hsa-mir-34a	neuroblastoma	down	A functional screen identifies miR-34a as a candidate neuroblastoma tumor suppressor gene.
hsa-mir-34a	osteosarcoma	down	MicroRNA-34a inhibits the proliferation and metastasis of osteosarcoma cells both in vitro and in vivo.
hsa-mir-34a	osteosarcoma	down	MicroRNA-34a inhibits human osteosarcoma proliferation by downregulating ether à go-go 1 expression.
hsa-mir-34a	pancreatic cancer	down	Genistein inhibits cell growth and induces apoptosis through up-regulation of miR-34a in pancreatic cancer cells.
hsa-mir-34a	prostate cancer	down	The microRNA miR-34a inhibits prostate cancer stem cells and metastasis by directly repressing CD44.
hsa-mir-34a	prostate cancer	down	MicroRNA-34a modulates c-Myc transcriptional complexes to suppress malignancy in human prostate cancer cells.
hsa-mir-34a	rectal cancer	up	The quantitative analysis by stem-loop real-time PCR revealed the microRNA-34a, microRNA-155 and microRNA-200c overexpression in human colorectal cancer.
hsa-mir-34a	renal cell carcinoma	down	MicroRNA-34a suppresses malignant transformation by targeting c-Myc transcriptional complexes in human renal cell carcinoma.
hsa-mir-34a	retinoblastoma	down	Differential microRNA-34a expression and tumor suppressor function in retinoblastoma cells.
hsa-mir-34a	squamous carcinoma	up	Unique MicroRNA Expression Profiles in Cervical Cancer.
hsa-mir-34a	uveal melanoma	down	MicroRNA-34a inhibits uveal melanoma cell proliferation and migration through downregulation of c-Met.
hsa-mir-34b	endometrial serous adenocarcinoma	down	MicroRNA-34b functions as a potential tumor suppressor in endometrial serous adenocarcinoma.
hsa-mir-34b	gastric cancer	down	Epigenetic regulation of miR-34b and miR-129 expression in gastric cancer.
hsa-mir-34b	non-small cell lung cancer	down	MicroRNA-34b functions as a tumor suppressor and acts as a nodal point in the feedback loop with Met.
hsa-mir-34b	ovarian carcinoma	down	MicroRNA-34b and MicroRNA-34c are targets of p53 and cooperate in control of cell proliferation and adhesion-independent growth.
hsa-mir-34b	pancreatic cancer	down	MicroRNA-34b inhibits pancreatic cancer metastasis through repressing Smad3.
hsa-mir-34b	prostate cancer	down	miRNA-34b inhibits prostate cancer through demethylation, active chromatin modifications, and AKT pathways.
hsa-mir-34b	uveal melanoma	down	MicroRNA-34b/c suppresses uveal melanoma cell proliferation and migration through multiple targets.
hsa-mir-34c	colon cancer	down	Expression of miR-34 is lost in colon cancer which can be re-expressed by a novel agent CDF.
hsa-mir-34c	gastric cancer	down	Regulation of microtubule-associated protein tau (MAPT) by miR-34c-5p determines the chemosensitivity of gastric cancer to paclitaxel.
hsa-mir-34c	lung cancer	down	Uncovering growth-suppressive MicroRNAs in lung cancer.
hsa-mir-34c	malignant melanoma	down	Overexpression of the miR-34 family suppresses invasive growth of malignant melanoma with the wild-type p53 gene.
hsa-mir-34c	ovarian carcinoma	down	MicroRNA-34b and MicroRNA-34c are targets of p53 and cooperate in control of cell proliferation and adhesion-independent growth.
hsa-mir-34c	prostate cancer	down	miR-34c is downregulated in prostate cancer and exerts tumor suppressive functions.
hsa-mir-34c	uveal melanoma	down	MicroRNA-34b/c suppresses uveal melanoma cell proliferation and migration through multiple targets.
hsa-mir-361-3p	non-small cell lung cancer	down	Low levels of cell-free circulating miR-361-3p and miR-625* as blood-based markers for discriminating malignant from benign lung tumors.
hsa-mir-363	head and neck squamous cell carcinoma	down	Dysregulated miR-363 affects head and neck cancer invasion and metastasis by targeting podoplanin.
hsa-mir-365	colon cancer	down	microRNA-365, down-regulated in colon cancer, inhibits cell cycle progression and promotes apoptosis of colon cancer cells by probably targeting Cyclin D1 and Bcl-2.
hsa-mir-365	lung cancer	down	MicroRNA-365 regulates NKX2-1, a key mediator of lung cancer.
hsa-mir-365b-3p	retinoblastoma	down	MiR-365b-3p, down-regulated in retinoblastoma, regulates cell cycle progression and apoptosis of human retinoblastoma cells by targeting PAX6.
hsa-mir-369-5p	pancreatic ductal adenocarcinoma	up	Circulating MicroRNAs in Serum of Human K-ras Oncogene Transgenic Rats With Pancreatic Ductal Adenocarcinomas.
hsa-mir-370	acute myeloid leukemia	up	Integration of SNP and mRNA arrays with microRNA profiling reveals that MiR-370 is upregulated and targets NF1 in acute myeloid leukemia.
hsa-mir-370	gastric cancer	up	Upregulation of miR-370 contributes to the progression of gastric carcinoma via suppression of FOXO1.
hsa-mir-370	gastric cancer	up	Overexpression of miR-370 and downregulation of its novel target TGF?-RII contribute to the progression of gastric carcinoma.
hsa-mir-370	hepatocellular carcinoma	down	Perturbation of miR-370-LIN28A-NF-?B regulatory circuit contributes to the development of hepatocellular carcinoma.
hsa-mir-370	oral squamous cell carcinoma	down	miR-370 modulates insulin receptor substrate-1 expression and inhibits the tumor phenotypes of oral carcinoma.
hsa-mir-371-5p	hepatocellular carcinoma	up	miR-371-5p down-regulates pre mRNA processing factor 4 homolog B (PRPF4B) and facilitates the G1/S transition in human hepatocellular carcinoma cells.
hsa-mir-372	cervical cancer	down	MicroRNA-372 is down-regulated and targets cyclin-dependent kinase 2 (CDK2) and cyclin A1 in human cervical cancer, which may contribute to tumorigenesis.
hsa-mir-372	glioma	up	Correlation of microrna-372 upregulation with poor prognosis in human glioma.
hsa-mir-372	hepatocellular carcinoma	up	Upregulation of microRNA-372 associates with tumor progression and prognosis in hepatocellular carcinoma.
hsa-mir-373	colon cancer	down	Epigenetic silencing of microRNA-373 plays an important role in regulating cell proliferation in colon cancer.
hsa-mir-373	esophageal squamous cell carcinoma	up	MicroRNA-373 (miR-373) post-transcriptionally regulates large tumor suppressor, homolog 2 (LATS2) and stimulates proliferation in human esophageal cancer.
hsa-mir-373	hepatocellular carcinoma	up	MicroRNA-373, a new regulator of protein phosphatase?6, functions as an oncogene in hepatocellular carcinoma.
hsa-mir-374a	breast cancer	down	Effects of Differential Distribution of Microvessel Density, Possibly Regulated by miR-374a, on Breast Cancer Prognosis.
hsa-mir-375	cervical squamous cell carcinoma	down	miR-375 is down-regulated in squamous cervical cancer and inhibits cell migration and invasion via targeting transcription factor SP1.
hsa-mir-375	colorectal cancer	down	Expression levels of microRNA-375 in colorectal carcinoma.
hsa-mir-375	colorectal cancer	down	Identification and functional screening of microRNAs highly deregulated in colorectal cancer.
hsa-mir-375	esophageal cancer	down	Epigenetic silencing of microRNA-375 regulates PDK1 expression in esophageal cancer.
hsa-mir-375	esophageal squamous cell carcinoma	down	Circulating microRNAs in plasma of patients with oesophageal squamous cell carcinoma.
hsa-mir-375	esophageal squamous cell carcinoma	down	Cell-specific detection of miR-375 downregulation for predicting the prognosis of esophageal squamous cell carcinoma by miRNA in situ hybridization.
hsa-mir-375	gastric cancer	down	MicroRNA-375 is downregulated in gastric carcinomas and regulates cell survival by targeting PDK1 and 14-3-3zeta.
hsa-mir-375	gastric cancer	down	MiR-375 frequently downregulated in gastric cancer inhibits cell proliferation by targeting JAK2.
hsa-mir-375	glioma	down	Correlation of microRNA-375 downregulation with unfavorable clinical outcome of patients with glioma.
hsa-mir-375	head and neck squamous cell carcinoma	down	Comprehensive MicroRNA profiling for head and neck squamous cell carcinomas.
hsa-mir-375	hepatocellular carcinoma	down	MicroRNA-375 targets AEG-1 in hepatocellular carcinoma and suppresses liver cancer cell growth in vitro and in vivo.
hsa-mir-375	hepatocellular carcinoma	down	miR-375 inhibits autophagy and reduces viability of hepatocellular carcinoma cells under hypoxic conditions.
hsa-mir-375	nasopharyngeal carcinoma	down	Significance of dysregulated metadherin and microRNA-375 in head and neck cancer.
hsa-mir-375	non-small cell lung cancer	down	Decreased expression of microRNA-375 in nonsmall cell lung cancer and its clinical significance.
hsa-mir-375	oral cancer	down	MicroRNA alterations and associated aberrant DNA methylation patterns across multiple sample types in oral squamous cell carcinoma.
hsa-mir-375	oral carcinoma	down	Dysregulation of miR-31 and miR-375 expression is associated with clinical outcomes in oral carcinoma.
hsa-mir-375	pancreatic ductal adenocarcinoma	down	Knockdown of microRNA-21 inhibits proliferation and increases cell death by targeting programmed cell death 4 (PDCD4) in pancreatic ductal adenocarcinoma.
hsa-mir-375	pancreatic ductal adenocarcinoma	down	Circulating MicroRNAs in Serum of Human K-ras Oncogene Transgenic Rats With Pancreatic Ductal Adenocarcinomas.
hsa-mir-375	squamous carcinoma	down	Tumor suppressive microRNA-375 regulates lactate dehydrogenase B in maxillary sinus squamous cell carcinoma.
hsa-mir-376a	hepatocellular carcinoma	down	miR-376a suppresses proliferation and induces apoptosis in hepatocellular carcinoma.
hsa-mir-376a	malignant melanoma	down	Silencing of a large microRNA cluster on human chromosome 14q32 in melanoma: biological effects of mir-376a and mir-376c on insulin growth factor 1 receptor.
hsa-mir-376a	pancreatic ductal adenocarcinoma	up	Circulating MicroRNAs in Serum of Human K-ras Oncogene Transgenic Rats With Pancreatic Ductal Adenocarcinomas.
hsa-mir-376c	malignant melanoma	down	Silencing of a large microRNA cluster on human chromosome 14q32 in melanoma: biological effects of mir-376a and mir-376c on insulin growth factor 1 receptor.
hsa-mir-376c	osteosarcoma	down	MicroRNA-199a-3p is downregulated in human osteosarcoma and regulates cell proliferation and migration.
hsa-mir-376c	osteosarcoma	down	MicroRNA-376c Inhibits Cell Proliferation and Invasion in Osteosarcoma by Targeting to Transforming Growth Factor-Alpha.
hsa-mir-378	acute myeloid leukemia	up	Overexpression of miR-378 is frequent and may affect treatment outcomes in patients with acute myeloid leukemia.
hsa-mir-378	colorectal cancer	down	Identification and functional screening of microRNAs highly deregulated in colorectal cancer.
hsa-mir-378	gastric cancer	down	MicroRNA profiling of human gastric cancer.
hsa-mir-378	gastric cancer	down	MicroRNA-195 and microRNA-378 mediate tumor growth suppression by epigenetical regulation in gastric cancer.
hsa-mir-381	breast cancer	down	Analysis of miR-205 and miR-155 expression in the blood of breast cancer patients.
hsa-mir-381	lung adenocarcinoma	down	MicroRNA-381 represses ID1 and is deregulated in lung adenocarcinoma.
hsa-mir-383	glioma	down	Downregulation of miR-383 promotes glioma cell invasion by targeting insulin-like growth factor 1 receptor.
hsa-mir-383	medulloblastoma	down	MiR-383 is Downregulated in Medulloblastoma and Targets Peroxiredoxin 3 (PRDX3).
hsa-mir-409-3p	gastric cancer	down	MicroRNA-409 suppresses tumour cell invasion and metastasis by directly targeting radixin in gastric cancers.
hsa-mir-409-3p	gastric cancer	down	MicroRNA-409-3p regulates cell proliferation and apoptosis by targeting PHF10 in gastric cancer.
hsa-mir-421	gastric cancer	up	Increased expression of miR-421 in human gastric carcinoma and its clinical association.
hsa-mir-421	nasopharyngeal carcinoma	up	miR-421 induces cell proliferation and apoptosis resistance in human nasopharyngeal carcinoma via downregulation of FOXO4.
hsa-mir-422a	colorectal cancer	down	Identification and functional screening of microRNAs highly deregulated in colorectal cancer.
hsa-mir-423	hepatocellular carcinoma	up	MicroRNA-423 promotes cell growth and regulates G(1)/S transition by targeting p21Cip1/Waf1 in hepatocellular carcinoma.
hsa-mir-424	cervical cancer	down	Suppressed miR-424 expression via upregulation of target gene Chk1 contributes to the progression of cervical cancer.
hsa-mir-424	colorectal cancer	up	Downregulation of miR-195 correlates with lymph node metastasis and poor prognosis in colorectal cancer.
hsa-mir-424	osteosarcoma	down	Tumor suppressive microRNA-424 inhibits osteosarcoma cell migration and invasion via targeting fatty acid synthase.
hsa-mir-424	ovarian cancer	up	MicroRNAs overexpressed in ovarian ALDH1-positive cells are associated with chemoresistance.
hsa-mir-424-5p	pancreatic cancer	up	MicroRNA-424-5p Suppresses the Expression of SOCS6 in Pancreatic Cancer.
hsa-mir-425	breast cancer	down	Estrogen mediated-activation of miR-191/425 cluster modulates tumorigenicity of breast cancer cells depending on estrogen receptor status.
hsa-mir-429	colorectal cancer	up	MiR-429 is an independent prognostic factor in colorectal cancer and exerts its anti-apoptotic function by targeting SOX2.
hsa-mir-429	gastric cancer	down	miR-429 modulates the expression of c-myc in human gastric carcinoma cells.
hsa-mir-433	gastric cancer	down	Down-regulated miR-9 and miR-433 in human gastric carcinoma.
hsa-mir-449	gastric cancer	down	miR-449 inhibits cell proliferation and is down-regulated in gastric cancer.
hsa-mir-449a	lung cancer	down	Combining microRNA-449a/b with a HDAC inhibitor has a synergistic effect on growth arrest in lung cancer.
hsa-mir-449a	non-small cell lung cancer	down	MicroRNA-449a Is Downregulated in Non-Small Cell Lung Cancer and Inhibits Migration and Invasion by Targeting c-Met.
hsa-mir-449a	prostate cancer	down	miR-449a targets HDAC-1 and induces growth arrest in prostate cancer.
hsa-mir-449a	prostate cancer	down	miR-449a causes Rb-dependent cell cycle arrest and senescence in prostate cancer cells.
hsa-mir-449b	lung cancer	down	Combining microRNA-449a/b with a HDAC inhibitor has a synergistic effect on growth arrest in lung cancer.
hsa-mir-450a	hepatocellular carcinoma	down	microRNA-450a targets DNA methyltransferase 3a in hepatocellular carcinoma.
hsa-mir-451	esophageal carcinoma	down	Effect of miR-451 on the Biological Behavior of the Esophageal Carcinoma Cell Line EC9706.
hsa-mir-451	glioma	down	MiRNA-451 plays a role as tumor suppressor in human glioma cells.
hsa-mir-451	glioma	down	MicroRNA miR-451 downregulates the PI3K/AKT pathway through CAB39 in human glioma.
hsa-mir-451	hepatocellular carcinoma	down	miR-451 Inhibits Cell Proliferation in Human Hepatocellular Carcinoma through Direct Suppression of IKK-?
hsa-mir-451	non-small cell lung cancer	down	The expression and function of miRNA-451 in non-small cell lung cancer.
hsa-mir-451	non-small cell lung cancer	down	Clinical evaluation of microRNA expression profiling in non small cell lung cancer.
hsa-mir-451	non-small cell lung cancer	down	MicroRNA-451 functions as a tumor suppressor in human non-small cell lung cancer by targeting ras-related protein 14 (RAB14).
hsa-mir-452	glioma	down	Downregulation of miR-452 Promotes Stem-Like Traits and Tumorigenicity of Gliomas.
hsa-mir-483-3p	adrenal cortical carcinoma	up	The role of microRNA deregulation in the pathogenesis of adrenocortical carcinoma.
hsa-mir-483-5p	adrenal cortical carcinoma	up	miR-195 and miR-483-5p Identified as Predictors of Poor Prognosis in Adrenocortical Cancer.
hsa-mir-483-5p	adrenal cortical carcinoma	up	The role of microRNA deregulation in the pathogenesis of adrenocortical carcinoma.
hsa-mir-483-5p	glioblastoma	down	MiR-483-5p suppresses the proliferation of glioma cells via directly targeting ERK1.
hsa-mir-483-5p	glioma	down	MiR-483-5p suppresses the proliferation of glioma cells via directly targeting ERK1.
hsa-mir-485-3p	hepatocellular carcinoma	up	MicroRNAs regulate methionine adenosyltransferase 1A expression in hepatocellular carcinoma.
hsa-mir-486	glioma	up	miR-486 sustains NF-?B activity by disrupting multiple NF-?B-negative feedback loops.
hsa-mir-486-5p	lung cancer	down	Downregulation of miR-486-5p contributes to tumor progression and metastasis by targeting protumorigenic ARHGAP5 in lung cancer.
hsa-mir-490-3p	hepatocellular carcinoma	up	miR-490-3p Modulates Cell Growth and Epithelial to Mesenchymal Transition of Hepatocellular Carcinoma Cells by Targeting Endoplasmic Reticulum-Golgi Intermediate Compartment Protein 3 (ERGIC3).
hsa-mir-490-5p	bladder cancer	down	MicroRNA expression signatures of bladder cancer revealed by deep sequencing.
hsa-mir-492	hepatoblastoma	up	MicroRNA-492 is processed from the keratin 19 gene and up-regulated in metastatic hepatoblastoma.
hsa-mir-493	bladder cancer	down	Tumor suppressor microRNA-493 decreases cell motility and migration ability in human bladder cancer cells by downregulating RhoC and FZD4.
hsa-mir-493	pituitary carcinoma	up	MicroRNA expression in ACTH-producing pituitary tumors: up-regulation of microRNA-122 and -493 in pituitary carcinomas.
hsa-mir-495	breast cancer	up	miR-495 is upregulated by E12/E47 in breast cancer stem cells, and promotes oncogenesis and hypoxia resistance via downregulation of E-cadherin and REDD1.
hsa-mir-495	glioma	down	MicroRNA-495 inhibits proliferation of glioblastoma multiforme cells by downregulating cyclin-dependent kinase 6.
hsa-mir-495	hepatocellular carcinoma	up	MicroRNAs regulate methionine adenosyltransferase 1A expression in hepatocellular carcinoma.
hsa-mir-497	adrenal cortical carcinoma	down	The role of microRNA deregulation in the pathogenesis of adrenocortical carcinoma.
hsa-mir-497	breast cancer	down	Analysis of MiR-195 and MiR-497 expression, regulation and role in breast cancer.
